"idencuesta","c11_w01","c11_w03","c43_w05","c08_02_w01","c08_02_w02","c08_02_w03","c08_02_w04","c08_02_w05","par_mov_w01","par_mov_w02","par_mov_w03","par_mov_w04","par_mov_w05","class_part_4"
5701162,2,2,2,1,1,1,2,1,1,1,1,1,1,"4"
5701191,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
5701192,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
5701233,1,1,2,3,1,1,3,1,2,1,1,2,1,"1"
5801022,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
5801023,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
5801032,1,1,1,1,1,1,3,1,1,1,1,2,1,"3"
5801035,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
5801042,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
5801043,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
5801051,2,2,1,2,1,1,1,1,1,1,1,1,1,"4"
5801062,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
5801065,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
5801081,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
5801082,1,1,1,1,3,2,1,1,1,2,1,1,1,"3"
5801094,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
5801096,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
5801102,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
5801104,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
5801106,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
5801111,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
5801114,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
5801131,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
5801143,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
5801154,1,2,1,3,1,1,1,1,2,1,1,1,1,"4"
5801155,2,2,1,3,1,3,1,1,2,1,2,1,1,"1"
5804011,1,1,2,1,1,1,1,3,1,1,1,1,2,"3"
5804014,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
5804015,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
5804017,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
5804021,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
5804023,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
5804025,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
5804031,1,1,1,1,1,1,2,3,1,1,1,1,2,"3"
5804056,2,2,2,1,1,1,3,1,1,1,1,2,1,"1"
5804062,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
5804063,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
5804065,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
5804073,2,2,2,3,1,1,3,2,2,1,1,2,1,"1"
5804077,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
5804083,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
5804091,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
5804093,2,2,2,1,1,1,1,2,1,1,1,1,1,"4"
5804101,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
5804102,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
5804104,2,1,2,1,1,3,1,1,1,1,2,1,1,"1"
5804105,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
5804111,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
5804112,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
5804124,1,2,1,1,3,1,1,1,1,2,1,1,1,"4"
5804125,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
6101013,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
6101014,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
6101017,2,2,2,1,1,1,4,3,1,1,1,2,2,"1"
6101023,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
6101035,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
6101051,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
6101052,1,1,2,1,1,1,3,1,1,1,1,2,1,"3"
6101062,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
6101064,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
6101081,2,2,2,1,1,1,4,1,1,1,1,2,1,"1"
6101094,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
6101105,2,2,2,3,1,3,3,1,2,1,2,2,1,"1"
6101112,1,1,2,1,2,1,3,3,1,1,1,2,2,"1"
6101113,1,1,2,1,1,1,3,1,1,1,1,2,1,"3"
6101115,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
6101133,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
6101152,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
6101154,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
6101171,2,2,2,2,1,1,1,1,1,1,1,1,1,"4"
6101194,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
6105032,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
6105033,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
6105042,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
6105044,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
6105071,1,1,1,1,1,1,2,1,1,1,1,1,1,"3"
6105072,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
6105074,2,2,2,3,3,2,4,3,2,2,1,2,2,"2"
6105092,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
6105103,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
6105113,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
6108012,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
6108031,2,2,2,1,1,1,3,2,1,1,1,2,1,"1"
6111011,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
6111013,2,2,2,2,3,2,2,1,1,2,1,1,1,"4"
6310012,2,2,1,1,1,1,4,1,1,1,1,2,1,"1"
6310013,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
6310021,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
6310032,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
6310035,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
6310051,1,2,2,3,1,2,3,3,2,1,1,2,2,"1"
6310052,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
6310063,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
6310064,2,2,2,1,1,1,2,1,1,1,1,1,1,"4"
6310081,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
6310082,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
6310091,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
6310093,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
6310103,2,2,2,1,1,1,2,1,1,1,1,1,1,"4"
6310111,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
6310112,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
7101032,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
7101042,2,2,2,1,2,1,1,1,1,1,1,1,1,"4"
7101044,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
7101071,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7101091,2,2,2,2,2,1,1,1,1,1,1,1,1,"4"
7101092,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7101113,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
7101121,2,2,2,1,4,2,3,1,1,2,1,2,1,"1"
7101122,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7101142,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
7101163,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
7101172,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7101173,2,2,2,1,1,2,3,1,1,1,1,2,1,"1"
7101181,2,2,2,1,3,1,5,3,1,2,1,2,2,"1"
7101182,1,2,2,1,1,1,2,1,1,1,1,1,1,"4"
7101191,2,1,1,4,1,1,1,1,2,1,1,1,1,"3"
7101203,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
7101212,1,2,2,1,1,1,3,1,1,1,1,2,1,"1"
7101213,2,1,1,1,1,1,3,1,1,1,1,2,1,"3"
7101232,2,2,2,1,3,1,4,1,1,2,1,2,1,"1"
7101233,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7102011,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7102031,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7102043,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7102051,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7102052,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
7102053,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
7102072,2,2,2,3,1,1,3,1,2,1,1,2,1,"1"
7102073,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7102083,2,2,1,1,1,1,3,1,1,1,1,2,1,"1"
7102092,2,2,2,2,1,1,1,1,1,1,1,1,1,"4"
7102101,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7102111,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7102113,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7102122,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
7102123,2,1,2,1,2,1,4,1,1,1,1,2,1,"1"
7102142,2,2,2,2,1,1,1,1,1,1,1,1,1,"4"
7102143,2,2,2,1,1,1,3,1,1,1,1,2,1,"1"
7102152,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
7102163,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7102171,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
7102181,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7102183,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
7102191,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7102201,2,2,2,1,1,1,2,1,1,1,1,1,1,"4"
7102202,2,2,2,2,1,1,1,1,1,1,1,1,1,"4"
7102215,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
7102222,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
7102231,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
7102233,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
7102241,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7102242,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
7102252,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
7105012,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
7401011,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7401012,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7401023,2,2,2,1,1,1,2,1,1,1,1,1,1,"4"
7401033,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
7401041,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
7401052,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
7401061,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
7401063,1,1,2,2,1,1,1,1,1,1,1,1,1,"3"
7401082,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
7401083,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
7401093,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
7401101,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7401102,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
7401111,1,2,2,3,2,2,3,1,2,1,1,2,1,"1"
7401112,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
7401131,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
7401133,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7401141,2,2,2,1,1,1,3,1,1,1,1,2,1,"1"
7401143,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7401151,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
7401182,1,1,2,1,1,1,4,1,1,1,1,2,1,"3"
7401192,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
7401211,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7401221,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
7401222,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
7401223,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
7401231,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
7401233,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7401253,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7401254,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7404012,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
7404013,2,2,2,1,1,1,3,1,1,1,1,2,1,"1"
7404031,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7404033,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
7404043,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
7404062,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
7404071,2,2,2,4,1,1,1,1,2,1,1,1,1,"4"
7404073,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
7404081,2,2,1,5,1,1,1,1,2,1,1,1,1,"4"
7404082,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7404111,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
7404113,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7404124,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
7404131,2,2,2,1,1,1,2,1,1,1,1,1,1,"4"
7404132,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
7404142,2,2,2,1,1,3,5,1,1,1,2,2,1,"1"
7404152,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
7404161,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7404171,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7404172,2,2,1,1,1,1,3,1,1,1,1,2,1,"1"
7404173,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7404183,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
7404191,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7404201,1,2,1,1,1,1,2,1,1,1,1,1,1,"4"
7404202,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7404203,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7404211,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
7404213,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
7404233,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
7404235,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
7404241,2,2,2,1,1,1,2,1,1,1,1,1,1,"4"
7404242,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7404243,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
7404251,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
7404253,2,2,1,1,1,1,1,3,1,1,1,1,2,"4"
8101013,2,2,2,3,4,4,4,4,2,2,2,2,2,"2"
8101014,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8101017,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8101025,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8101032,2,1,2,1,1,1,1,2,1,1,1,1,1,"3"
8101036,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8101037,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8101041,2,2,2,2,1,3,5,2,1,1,2,2,1,"1"
8101044,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8101048,2,2,2,5,5,5,4,2,2,2,2,2,1,"2"
8101052,1,1,1,1,1,1,1,2,1,1,1,1,1,"3"
8101061,2,2,2,1,1,1,3,1,1,1,1,2,1,"1"
8101063,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8101064,2,2,2,1,1,1,2,1,1,1,1,1,1,"4"
8101066,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8101068,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8101071,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
8101078,2,2,2,3,3,3,3,1,2,2,2,2,1,"2"
8101079,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8101084,2,2,2,2,1,3,2,1,1,1,2,1,1,"4"
8101091,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8101092,2,2,2,1,1,1,2,1,1,1,1,1,1,"4"
8101094,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8101095,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8101098,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8101101,2,1,2,1,1,3,1,1,1,1,2,1,1,"1"
8101103,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
8101104,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8101111,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8101112,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
8101113,2,2,2,1,3,3,1,1,1,2,2,1,1,"1"
8101114,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
8101115,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
8101116,2,2,2,1,3,1,1,1,1,2,1,1,1,"4"
8101117,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8101118,2,2,2,4,3,3,2,1,2,2,2,1,1,"2"
8101127,2,2,2,3,3,3,3,2,2,2,2,2,1,"2"
8101128,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8101145,1,1,1,1,1,1,2,1,1,1,1,1,1,"3"
8101163,1,2,2,1,2,2,1,1,1,1,1,1,1,"4"
8101165,2,1,2,1,1,1,2,3,1,1,1,1,2,"1"
8101171,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8101187,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8101211,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
8101214,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8101215,2,2,2,1,1,1,2,1,1,1,1,1,1,"4"
8101216,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8101222,1,1,2,1,1,1,2,1,1,1,1,1,1,"3"
8101223,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
8101224,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8101225,1,1,2,1,1,1,4,3,1,1,1,2,2,"1"
8101228,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
8101246,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8101247,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8101251,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8101253,2,2,2,3,1,1,3,1,2,1,1,2,1,"1"
8101255,2,1,2,3,3,3,3,3,2,2,2,2,2,"2"
8102011,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8102013,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8102021,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8102022,2,2,2,1,1,3,3,1,1,1,2,2,1,"1"
8102023,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8102024,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8102025,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8102032,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8102035,2,2,2,1,1,3,3,1,1,1,2,2,1,"1"
8102043,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8102045,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8102052,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
8102063,2,2,1,-999,1,1,1,1,1,1,1,1,1,"4"
8102066,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8102072,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8102073,2,2,2,1,5,1,4,2,1,2,1,2,1,"1"
8102074,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8102075,2,2,2,1,1,2,1,1,1,1,1,1,1,"4"
8102081,2,1,1,1,3,3,3,1,1,2,2,2,1,"1"
8102082,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8102085,2,2,2,4,1,1,4,4,2,1,1,2,2,"1"
8102086,2,2,2,4,1,1,1,1,2,1,1,1,1,"4"
8102093,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
8102101,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8102102,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8102115,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8103014,2,2,1,2,1,1,1,1,1,1,1,1,1,"4"
8103033,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
8103034,1,2,2,2,1,1,2,1,1,1,1,1,1,"4"
8103035,1,2,2,1,3,1,3,1,1,2,1,2,1,"1"
8103036,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8103038,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8103043,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
8103045,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8103052,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
8103053,2,2,2,3,1,1,5,4,2,1,1,2,2,"1"
8103055,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8103058,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8103074,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
8103075,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8103076,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
8103081,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8103083,1,2,2,1,3,1,3,1,1,2,1,2,1,"1"
8103084,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
8103085,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8103088,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8103091,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8103092,2,2,2,1,1,1,3,4,1,1,1,2,2,"1"
8103094,2,2,2,4,3,3,1,1,2,2,2,1,1,"2"
8103095,2,2,2,1,1,1,3,1,1,1,1,2,1,"1"
8103096,2,2,2,1,3,1,2,1,1,2,1,1,1,"4"
8105013,2,1,2,1,1,3,3,1,1,1,2,2,1,"1"
8105015,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8106013,2,2,2,1,2,1,1,1,1,1,1,1,1,"4"
8106014,2,2,2,3,3,2,4,1,2,2,1,2,1,"1"
8106015,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8106024,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8106025,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8106032,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8106034,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
8106036,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8106045,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8106051,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8106053,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
8106055,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8106065,2,2,2,3,1,1,1,1,2,1,1,1,1,"4"
8107025,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8107031,2,2,2,3,1,1,1,1,2,1,1,1,1,"4"
8107035,2,2,1,3,1,1,1,1,2,1,1,1,1,"4"
8107041,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8107042,2,2,2,1,1,3,3,1,1,1,2,2,1,"1"
8108013,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8108022,1,1,1,1,1,1,2,3,1,1,1,1,2,"3"
8108023,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8108026,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8108034,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8108041,1,1,1,1,3,1,1,1,1,2,1,1,1,"3"
8108043,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8108045,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8108052,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
8108053,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8108054,1,1,1,1,1,1,3,1,1,1,1,2,1,"3"
8108055,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
8108056,1,1,2,3,1,1,1,1,2,1,1,1,1,"3"
8108062,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
8108064,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8108071,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8108072,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8108081,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8108094,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8108095,2,2,2,2,2,1,1,1,1,1,1,1,1,"4"
8108097,2,2,2,3,1,2,1,1,2,1,1,1,1,"4"
8108101,2,2,2,1,1,1,3,1,1,1,1,2,1,"1"
8108121,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
