"idencuesta","c11_w01","c11_w03","c43_w05","c08_02_w01","c08_02_w02","c08_02_w03","c08_02_w04","c08_02_w05","par_mov_w01","par_mov_w02","par_mov_w03","par_mov_w04","par_mov_w05","class_part_4"
8108127,1,2,2,1,1,1,2,3,1,1,1,1,2,"1"
8108131,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8108132,2,2,2,1,1,1,2,1,1,1,1,1,1,"4"
8108133,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
8108135,1,1,1,3,3,2,4,1,2,2,1,2,1,"1"
8108141,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8108145,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
8108147,1,2,1,1,1,1,2,1,1,1,1,1,1,"4"
8110011,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8110014,2,2,2,1,1,1,3,1,1,1,1,2,1,"1"
8110022,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
8110025,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8110032,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8110033,2,1,2,1,1,1,3,1,1,1,1,2,1,"1"
8110041,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
8110042,2,2,2,3,1,1,2,3,2,1,1,1,2,"1"
8110043,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8110044,1,2,2,3,2,1,2,1,2,1,1,1,1,"1"
8110051,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8110061,2,2,1,2,1,1,2,1,1,1,1,1,1,"4"
8110063,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8110071,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8110072,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8110073,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8110081,2,2,2,3,1,1,1,1,2,1,1,1,1,"4"
8110083,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8110084,1,1,2,3,3,2,5,1,2,2,1,2,1,"1"
8110091,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8110094,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8110102,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8110104,2,2,2,2,2,1,3,1,1,1,1,2,1,"1"
8110105,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8110111,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8110112,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8110114,2,1,1,2,1,3,1,1,1,1,2,1,1,"3"
8110115,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8110121,2,2,2,1,4,3,5,4,1,2,2,2,2,"2"
8110124,2,2,2,1,5,3,4,3,1,2,2,2,2,"2"
8110125,2,1,2,1,1,2,1,1,1,1,1,1,1,"3"
8110132,2,1,2,3,3,1,4,1,2,2,1,2,1,"1"
8110145,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8110155,2,2,2,1,2,1,1,2,1,1,1,1,1,"4"
8111011,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8111014,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8111023,2,2,2,4,3,1,1,1,2,2,1,1,1,"1"
8111025,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8111033,1,1,2,1,2,1,3,2,1,1,1,2,1,"3"
8111035,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8111042,2,2,2,1,1,3,3,1,1,1,2,2,1,"1"
8111044,1,1,1,1,1,1,3,1,1,1,1,2,1,"3"
8111045,2,2,1,1,1,3,1,1,1,1,2,1,1,"4"
8111051,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
8111053,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
8111054,2,2,2,1,1,2,2,1,1,1,1,1,1,"4"
8112011,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8112013,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8112014,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8112015,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8112033,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8112034,2,2,2,1,1,1,3,1,1,1,1,2,1,"1"
8112042,2,2,2,1,1,2,1,1,1,1,1,1,1,"4"
8112044,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8112045,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
8112046,2,2,2,1,1,1,4,1,1,1,1,2,1,"1"
8112051,2,2,2,4,3,3,5,4,2,2,2,2,2,"2"
8112054,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8112061,1,2,1,3,3,1,2,1,2,2,1,1,1,"1"
8112065,2,2,2,1,3,1,5,1,1,2,1,2,1,"1"
8112074,2,2,2,1,1,1,3,1,1,1,1,2,1,"1"
8112075,2,2,2,1,1,1,3,1,1,1,1,2,1,"1"
8112083,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
8304023,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8304032,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8304041,2,2,1,2,1,1,1,1,1,1,1,1,1,"4"
8304043,2,2,1,1,2,1,2,1,1,1,1,1,1,"4"
8304051,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8304062,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8304081,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8305011,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8305022,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8305023,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8305032,1,1,1,-888,1,1,4,3,1,1,1,2,2,"3"
8305043,1,2,2,4,1,1,3,1,2,1,1,2,1,"1"
8305051,2,2,2,3,1,1,1,1,2,1,1,1,1,"4"
8305052,2,2,2,4,1,1,1,1,2,1,1,1,1,"4"
8305053,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8305071,1,1,2,3,1,1,1,1,2,1,1,1,1,"3"
8305092,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8305101,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8305102,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8305111,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
8310012,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8310013,2,2,2,3,2,2,4,1,2,1,1,2,1,"1"
8310021,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8310022,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8310023,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8404013,2,2,1,1,1,3,3,2,1,1,2,2,1,"1"
8404015,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8404021,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8404023,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8404041,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8404042,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8404043,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8404062,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8404063,2,2,2,1,1,1,3,1,1,1,1,2,1,"1"
8404071,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8404072,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8404073,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8404082,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8404091,2,2,2,3,1,1,1,1,2,1,1,1,1,"4"
8404092,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8404103,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8413012,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
8413021,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8413041,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
8413043,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8413063,2,2,2,4,3,4,4,3,2,2,2,2,2,"2"
8413064,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8413075,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8413081,2,2,2,3,3,1,1,1,2,2,1,1,1,"1"
8413093,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
8413111,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
8413113,1,1,1,3,1,1,1,1,2,1,1,1,1,"3"
9101011,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
9101013,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9101031,2,1,1,3,1,1,1,1,2,1,1,1,1,"3"
9101033,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9101041,2,1,2,3,1,3,4,1,2,1,2,2,1,"1"
9101051,2,1,1,3,1,1,1,1,2,1,1,1,1,"3"
9101053,2,2,1,2,1,1,1,1,1,1,1,1,1,"4"
9101062,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9101063,2,2,1,1,2,1,1,1,1,1,1,1,1,"4"
9101071,1,2,2,3,2,4,2,1,2,1,2,1,1,"1"
9101093,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9101101,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9101102,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9101112,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9101113,2,1,1,1,1,1,2,2,1,1,1,1,1,"3"
9101141,2,2,1,2,3,1,3,1,1,2,1,2,1,"1"
9101152,2,2,2,3,1,1,1,1,2,1,1,1,1,"4"
9101161,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9101162,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9101163,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
9101172,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9101173,2,1,1,2,1,1,1,1,1,1,1,1,1,"3"
9101181,2,2,2,2,1,1,1,1,1,1,1,1,1,"4"
9101182,2,2,2,3,4,1,1,1,2,2,1,1,1,"1"
9101183,2,2,2,2,1,2,4,1,1,1,1,2,1,"1"
9101192,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9101193,2,2,2,1,3,1,2,1,1,2,1,1,1,"4"
9101202,2,2,2,5,1,1,1,1,2,1,1,1,1,"4"
9101222,2,1,1,2,1,1,1,1,1,1,1,1,1,"3"
9101223,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9102013,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9102032,2,1,2,3,1,1,3,1,2,1,1,2,1,"1"
9102041,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9102042,2,1,2,1,1,2,1,1,1,1,1,1,1,"3"
9102051,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
9102052,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9102053,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9102071,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9102082,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9102112,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
9108011,2,2,2,1,1,1,2,1,1,1,1,1,1,"4"
9108012,2,2,2,2,1,3,1,1,1,1,2,1,1,"4"
9108013,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9108031,2,1,2,2,1,2,3,1,1,1,1,2,1,"1"
9108033,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9108041,1,1,2,2,1,1,1,1,1,1,1,1,1,"3"
9108042,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9108043,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9108063,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
9108073,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9108082,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9108083,2,2,1,1,1,1,3,1,1,1,1,2,1,"1"
9108092,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9108101,2,2,2,4,1,1,1,1,2,1,1,1,1,"4"
9108102,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9108111,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9109022,2,2,1,1,1,1,2,1,1,1,1,1,1,"4"
9109031,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9109032,2,2,2,2,1,1,1,1,1,1,1,1,1,"4"
9109033,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9109041,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9109042,1,2,2,1,3,1,1,1,1,2,1,1,1,"1"
9109043,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9109053,2,2,2,2,1,1,1,1,1,1,1,1,1,"4"
9109061,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9109063,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9109072,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
9109083,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
9109091,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9109111,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9109112,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9109113,2,1,1,3,1,1,1,1,2,1,1,1,1,"3"
9111011,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
9111021,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9111023,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9111032,2,2,2,3,3,1,1,1,2,2,1,1,1,"1"
9111033,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9111041,1,1,1,1,2,1,1,1,1,1,1,1,1,"3"
9111042,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9111061,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
9111062,2,2,1,2,1,1,1,1,1,1,1,1,1,"4"
9111063,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9111071,2,2,1,2,1,1,1,1,1,1,1,1,1,"4"
9111072,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9111073,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9111091,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9111093,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9112013,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9112021,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9112043,2,2,2,1,4,1,1,1,1,2,1,1,1,"4"
9201022,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9201042,2,2,1,1,2,1,1,1,1,1,1,1,1,"4"
9201043,2,2,2,3,1,1,1,1,2,1,1,1,1,"4"
9201081,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9201102,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9201103,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9201112,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9201123,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9201132,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9201141,2,2,2,5,1,1,1,1,2,1,1,1,1,"4"
9201161,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9201163,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9201172,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9201173,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
9201181,1,2,1,1,1,1,1,2,1,1,1,1,1,"4"
9201182,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
9201183,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
9201193,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9201203,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
9201211,2,2,2,1,2,1,1,1,1,1,1,1,1,"4"
9201212,2,2,2,1,3,3,1,1,1,2,2,1,1,"1"
9201213,2,2,1,1,2,1,1,1,1,1,1,1,1,"4"
9201223,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9201231,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
9201242,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
9201252,1,2,1,1,2,1,1,1,1,1,1,1,1,"4"
10101012,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
10101022,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
10101032,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
10101033,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
10101043,2,1,2,2,1,1,1,1,1,1,1,1,1,"3"
10101061,2,1,2,1,1,1,2,1,1,1,1,1,1,"3"
10101063,1,2,2,3,1,1,3,1,2,1,1,2,1,"1"
10101073,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
10101082,2,2,2,1,3,1,3,1,1,2,1,2,1,"1"
10101091,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
10101092,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
10101093,2,2,2,2,3,1,3,1,1,2,1,2,1,"1"
10101101,1,1,1,3,1,3,3,1,2,1,2,2,1,"1"
10101103,1,1,2,3,1,1,2,1,2,1,1,1,1,"3"
10101121,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
10101141,1,2,2,4,3,1,1,1,2,2,1,1,1,"1"
10101143,2,2,2,1,1,1,3,1,1,1,1,2,1,"1"
10101152,1,1,2,1,1,1,2,1,1,1,1,1,1,"3"
10101153,1,1,2,1,1,1,1,2,1,1,1,1,1,"3"
10101163,2,2,2,3,1,1,3,1,2,1,1,2,1,"1"
10101171,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
10101181,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
10101183,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
10101192,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
10101193,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
10101201,2,2,2,1,1,1,1,2,1,1,1,1,1,"4"
10101202,2,2,2,1,1,3,1,1,1,1,2,1,1,"4"
10101211,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
10101223,2,1,2,5,1,1,1,1,2,1,1,1,1,"1"
10101231,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
10109022,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
10109032,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
10109033,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
11201013,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
11201031,1,2,2,1,1,1,2,1,1,1,1,1,1,"4"
11201053,2,2,2,1,1,3,1,1,1,1,2,1,1,"4"
11201063,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
11201081,1,1,2,1,4,1,2,3,1,2,1,1,2,"1"
11201091,2,2,2,1,3,1,3,1,1,2,1,2,1,"1"
11201092,2,2,1,4,1,1,1,2,2,1,1,1,1,"4"
11201102,2,2,2,1,1,1,2,2,1,1,1,1,1,"4"
11201111,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13101025,2,2,2,1,1,1,2,1,1,1,1,1,1,"4"
13101044,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13101053,2,2,2,2,2,1,1,1,1,1,1,1,1,"4"
13101066,1,1,1,2,1,1,1,1,1,1,1,1,1,"3"
13101094,1,2,2,3,3,3,4,2,2,2,2,2,1,"2"
13101102,2,1,2,2,1,1,1,1,1,1,1,1,1,"3"
13101103,1,2,2,3,4,3,5,4,2,2,2,2,2,"2"
13101105,1,2,2,1,1,1,2,1,1,1,1,1,1,"4"
13101107,1,2,2,2,1,1,1,1,1,1,1,1,1,"4"
13101108,1,2,2,3,3,2,3,1,2,2,1,2,1,"1"
13101116,2,1,2,3,5,5,5,4,2,2,2,2,2,"2"
13101117,1,2,2,2,4,1,1,1,1,2,1,1,1,"1"
13101119,2,2,2,4,1,5,5,4,2,1,2,2,2,"1"
13101122,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13101126,1,2,2,2,1,1,5,4,1,1,1,2,2,"1"
13101134,2,2,2,2,1,1,3,2,1,1,1,2,1,"1"
13101135,2,2,2,4,4,4,5,3,2,2,2,2,2,"2"
13101151,2,2,2,2,3,3,3,2,1,2,2,2,1,"2"
13101157,2,2,2,2,1,2,1,1,1,1,1,1,1,"4"
13102014,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13102017,2,2,2,4,4,3,3,2,2,2,2,2,1,"2"
13102023,2,2,2,3,3,3,4,1,2,2,2,2,1,"2"
13102025,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
13102033,2,1,2,1,1,1,3,3,1,1,1,2,2,"1"
13102035,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13102038,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13103015,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13103041,2,2,2,3,3,1,1,4,2,2,1,1,2,"2"
13103043,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13103045,2,2,2,3,1,3,1,2,2,1,2,1,1,"1"
13104012,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13104013,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13104014,2,1,1,1,2,1,1,1,1,1,1,1,1,"3"
13104023,2,2,2,4,2,1,4,2,2,1,1,2,1,"1"
13104024,2,2,2,3,1,1,1,1,2,1,1,1,1,"4"
13104031,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
13104032,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
13104033,1,1,2,3,1,1,2,3,2,1,1,1,2,"1"
13104043,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13105013,2,2,2,1,1,2,4,2,1,1,1,2,1,"1"
13105015,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13105016,2,2,2,3,1,1,3,1,2,1,1,2,1,"1"
13105023,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13105026,2,1,2,1,1,1,1,2,1,1,1,1,1,"3"
13105031,2,2,2,1,2,2,4,2,1,1,1,2,1,"1"
13105033,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13105037,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
13105042,2,2,2,1,3,1,3,1,1,2,1,2,1,"1"
13105044,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13105045,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13106014,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13106015,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13106018,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13106023,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13106024,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13106027,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
13106028,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13106033,1,1,1,1,1,1,2,1,1,1,1,1,1,"3"
13106046,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13106049,2,2,2,1,2,1,4,1,1,1,1,2,1,"1"
13107013,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13107015,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13107017,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13107023,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13107033,1,2,2,3,3,2,2,1,2,2,1,1,1,"1"
13107035,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13107036,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
13108012,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13108013,1,2,1,3,1,3,1,1,2,1,2,1,1,"1"
13108021,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13108031,1,2,2,1,1,1,4,2,1,1,1,2,1,"1"
13109011,2,2,2,3,3,1,3,1,2,2,1,2,1,"1"
13109013,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13109017,1,2,2,3,3,3,1,1,2,2,2,1,1,"2"
13109022,2,2,2,1,1,1,2,2,1,1,1,1,1,"4"
13109034,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
13110011,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13110014,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13110015,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13110016,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13110023,2,2,2,1,4,1,1,1,1,2,1,1,1,"4"
13110053,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13110057,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13110061,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13110065,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13110071,2,2,2,1,2,1,1,1,1,1,1,1,1,"4"
13110073,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
